"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"z-score"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(q-value(Storey et al. 2003) < 0.5)"
Cp	1160	2145	-0.886852842371974	-0.887885621286523	-17.2851869205835	6.08238649474768e-67	8.47215614853405e-63	6.03999687660301e-63	TRUE
Scd2	2732	4059	-0.571166856407604	-0.572199635322153	-16.1866669799024	6.26304427444138e-59	4.3618971849347e-55	3.10969780433376e-55	TRUE
C3	26	290	-3.47946937187384	-3.48050215078839	-15.8963406481494	6.71758059633902e-57	3.11897267088021e-53	2.22358805244474e-53	TRUE
Lrp1	4388	3180	0.464536760231475	0.463503981316926	13.8873981637604	7.55294444361807e-44	2.6301240788789e-40	1.875076538132e-40	TRUE
Il1rl1	299	735	-1.29759876552562	-1.29863154444017	-13.7815014431903	3.293503455024e-43	9.17504192500585e-40	6.54110047054857e-40	TRUE
Acsl4	2762	3819	-0.467481600364463	-0.468514379279012	-13.0887850882018	3.81663688069179e-39	8.86032251852599e-36	6.31672969658997e-36	TRUE
Tubb3	127	426	-1.74602493345367	-1.74705771236822	-13.0594912168708	5.61014673328698e-39	1.11633905497078e-35	7.95864038273203e-36	TRUE
Lss	2365	3341	-0.498439799108212	-0.499472578022761	-12.9811111235046	1.56592240528652e-38	2.72646664790449e-35	1.94376139306106e-35	TRUE
Anxa8	1120	605	0.888491684783011	0.887458905868462	12.4801693198674	9.5782750049462e-36	1.48239769493217e-32	1.05683574408896e-32	TRUE
Osmr	495	967	-0.966087364509869	-0.967120143424418	-12.4685022599665	1.10890703451694e-35	1.54459660837864e-32	1.10117879399955e-32	TRUE
Elovl6	1733	2450	-0.499510094729763	-0.500542873644311	-11.1375324116509	8.23700062524492e-29	1.0430289246276e-25	7.43599543788792e-26	TRUE
Serpinb9b	618	290	1.09155393788944	1.09052115897489	10.9976692425007	3.92136516261138e-28	4.55172461250116e-25	3.24503018601954e-25	TRUE
Pak3	1541	2183	-0.502445268476006	-0.503478047390554	-10.5692971404497	4.13582575002567e-26	4.43137822093135e-23	3.15923244853121e-23	TRUE
Aldh1l2	2944	2188	0.428164933264455	0.427132154349906	10.5481368979183	5.18143288254509e-26	5.15515561578361e-23	3.6752301624095e-23	TRUE
Ubr4	5058	4067	0.314602046201106	0.313569267286557	10.3528188032234	4.0634271939971e-25	3.77329849234571e-22	2.69007212670442e-22	TRUE
Lox	1513	1003	0.593090381604556	0.592057602690007	10.1856075734017	2.29919120955715e-24	2.0015896473701e-21	1.42697974475461e-21	TRUE
Sort1	1110	1636	-0.55961307170428	-0.560645850618829	-10.0880164135657	6.24180405168583e-24	5.114240507996e-21	3.64606083185062e-21	TRUE
Kmt2d	3216	2495	0.366227590954304	0.365194812039756	9.52785292861294	1.60569695398658e-21	1.24254182622661e-18	8.85836924848928e-19	TRUE
Lipg	613	985	-0.684236650652958	-0.685269429567506	-9.3629645621799	7.75301840634013e-21	5.68377859904798e-18	4.05209776397866e-18	TRUE
Kitl	216	454	-1.07166098512745	-1.07269376404199	-9.30401995745596	1.35233706489559e-20	9.41835148846537e-18	6.71456150898769e-18	TRUE
Lrrc75b	752	435	0.789717260941547	0.788684482026998	9.24492369649666	2.35408612625667e-20	1.56143169774425e-17	1.11318092018831e-17	TRUE
Cebpd	100	275	-1.4594316186373	-1.46046439755185	-9.21803454816537	3.02595672413459e-20	1.91584323683958e-17	1.36584913730306e-17	TRUE
Hdgfrp3	222	457	-1.04163448870796	-1.04266726762251	-9.1207516396816	7.46050869105923e-20	4.51814893729409e-17	3.22109330739914e-17	TRUE
Mum1l1	1014	1465	-0.530843012306269	-0.531875791220818	-9.10158100150701	8.90262940887303e-20	5.16686354317469e-17	3.68357701575283e-17	TRUE
Itpr2	1635	1171	0.481549559884229	0.48051678096968	8.76130153615957	1.93008741439311e-18	1.07536750380326e-15	7.66654467917941e-16	TRUE
Gsta4	288	115	1.32443495049794	1.32340217158339	8.75042143155511	2.12557447525067e-18	1.13873564868333e-15	8.11831090071908e-16	TRUE
Slc48a1	1495	1054	0.504270617448253	0.503237838533704	8.73941322389436	2.34324291397688e-18	1.20885298328829e-15	8.618193663247e-16	TRUE
Rnf128	224	446	-0.993544977862701	-0.99457775677725	-8.66666487024837	4.44962213168946e-18	2.21352809543937e-15	1.5780755864657e-15	TRUE
Cenpe	2716	3389	-0.319376157239262	-0.32040893615381	-8.65133742204471	5.08993643955883e-18	2.444749126435e-15	1.74291842936587e-15	TRUE
Ldlr	2401	3034	-0.337585682016616	-0.338618460931165	-8.62349618563492	6.49403399058565e-18	3.01517998182892e-15	2.14959183392693e-15	TRUE
Irf7	138	315	-1.19068356160911	-1.19171634052366	-8.43403582718867	3.33944408280401e-17	1.50048763320571e-14	1.06973248120694e-14	TRUE
Pkd1	3082	2458	0.326381946142124	0.325349167227575	8.36710715332987	5.90499955282095e-17	2.49244662943161e-14	1.77692308698435e-14	TRUE
Slc39a10	416	689	-0.727920454563199	-0.728953233477748	-8.26704398383911	1.3732130985017e-16	5.62573095559709e-14	4.01071425085748e-14	TRUE
Insig1	1560	2054	-0.396890152568584	-0.397922931483133	-8.25240846944602	1.55233783517832e-16	6.17786105891396e-14	4.40434062424407e-14	TRUE
Itgb6	59	182	-1.62515159083685	-1.6261843697514	-8.11359686863999	4.91429854841344e-16	1.90142401335697e-13	1.35556933800863e-13	TRUE
Havcr1	52	169	-1.70043971814109	-1.70147249705564	-8.07439549444366	6.78117495997681e-16	2.55283745993289e-13	1.8199771125722e-13	TRUE
Epas1	64	189	-1.56224242422107	-1.56327520313562	-8.03542439058566	9.32555529174383e-16	3.41830683312368e-13	2.43699032847857e-13	TRUE
Rps6ka3	2583	3190	-0.304508780534231	-0.30554155944878	-8.0246057991874	1.01852476167415e-15	3.63770036034851e-13	2.58547429043281e-13	TRUE
Acsl3	662	986	-0.574756429570694	-0.575789208485243	-8.02187300747346	1.04144781713797e-15	3.62658166122869e-13	2.58547429043281e-13	TRUE
Atf3	462	736	-0.671812914640954	-0.672845693555503	-7.96377415349945	1.66869706231672e-15	5.66909301975844e-13	4.04162807344359e-13	TRUE
Efnb2	1517	1985	-0.387917921783288	-0.388950700697837	-7.94200848479513	1.98933327504362e-15	6.59748171144824e-13	4.70349793275327e-13	TRUE
Ugt8a	225	425	-0.917537839808027	-0.918570618722576	-7.91722160001411	2.42876654577154e-15	7.86750912001205e-13	5.60892996757867e-13	TRUE
Hmgcr	1637	2120	-0.37300994297641	-0.374042721890958	-7.91351558769301	2.50220493320908e-15	7.92118466242483e-13	5.64719650833161e-13	TRUE
Synpo2l	165	52	1.66588249610472	1.66484971719018	7.85343052407412	4.04809093102569e-15	1.25301907951682e-12	8.82107583215896e-13	TRUE
Fam81a	146	312	-1.09557765998223	-1.09661043889678	-7.85225664287037	4.08617240358381e-15	1.23731076977215e-12	8.82107583215896e-13	TRUE
Gclc	1650	1229	0.424981108760516	0.423948329845967	7.84177167153866	4.44233588292514e-15	1.31653822368647e-12	9.38590675098771e-13	TRUE
Cyp51	2489	3063	-0.299379136617922	-0.300411915532471	-7.73806416582163	1.0094190454346e-14	2.92920789247054e-12	2.08830033479781e-12	TRUE
Rtp4	41	143	-1.80231933216031	-1.80335211107485	-7.73432993793579	1.03949129489659e-14	2.954913111554e-12	2.10662618246333e-12	TRUE
Mme	777	1109	-0.513272861753999	-0.514305640668547	-7.68052053011706	1.58443451342713e-14	4.41391766750531e-12	3.14678441448791e-12	TRUE
Slc6a9	796	523	0.605957484296708	0.604924705382159	7.53147275643289	5.01711804707648e-14	1.37026347603389e-11	9.65235373199289e-12	TRUE
Lcn2	2	54	-4.75488750216347	-4.75592028107802	-7.51451948000608	5.71203438101936e-14	1.50118729987205e-11	1.07023128982251e-11	TRUE
Il13ra1	273	476	-0.80206062238809	-0.803093401302639	-7.47355081442758	7.80592763378135e-14	2.01349566686927e-11	1.43546782256231e-11	TRUE
AU021092	381	202	0.915435704741527	0.914402925826978	7.46488928707899	8.33696808700888e-14	2.11137506334448e-11	1.50524831747167e-11	TRUE
Mal	299	144	1.05407667275579	1.05304389384124	7.43481230769744	1.04716542049166e-13	2.60463698964791e-11	1.83797540247272e-11	TRUE
Gm3776	53	2	4.7279204545632	4.72688767564865	7.43382710140759	1.05499851847946e-13	2.57808322173692e-11	1.83797540247272e-11	TRUE
Cxcl1	119	262	-1.13860523822951	-1.13963801714406	-7.42238393653347	1.15030780269169e-13	2.76252368684354e-11	1.94083776846848e-11	TRUE
Nid1	1536	1151	0.416290382588926	0.415257603674377	7.42205939885158	1.15313072950796e-13	2.72236575107058e-11	1.94083776846848e-11	TRUE
Nsdhl	713	1020	-0.51659517041497	-0.517627949329519	-7.40917208708081	1.27090304982165e-13	2.95040143016096e-11	2.10340970001843e-11	TRUE
Cxcl10	70	185	-1.40209844357135	-1.40313122248589	-7.33632819236063	2.19533309561396e-13	4.93206365948497e-11	3.51618272565137e-11	TRUE
Ifit1	55	160	-1.5405683813627	-1.54160116027725	-7.31821678614089	2.51287688399715e-13	5.5558511297137e-11	3.96089530008822e-11	TRUE
Tnnt2	386	209	0.885097905187197	0.884065126272648	7.30271719516703	2.82013543128513e-13	6.13776037849539e-11	4.37575191787093e-11	TRUE
Pmepa1	1731	1327	0.383437353996445	0.382404575081897	7.29725346726353	2.93701198727746e-13	6.29379076473657e-11	4.48698960388962e-11	TRUE
Arl4c	1126	1496	-0.409903347807408	-0.410936126721956	-7.2565686251145	3.97033341237715e-13	8.37920819712141e-11	5.9737321234072e-11	TRUE
Mcam	626	908	-0.536529640358296	-0.537562419272845	-7.23471244004338	4.66516551980211e-13	9.5560427243123e-11	6.81272478877981e-11	TRUE
Epg5	1199	870	0.462744352678133	0.461711573763584	7.23250389130228	4.74169051038341e-13	9.57203001726529e-11	6.8241225012167e-11	TRUE
Adgrl2	531	789	-0.571313439209305	-0.572346218123854	-7.13717988916278	9.52651392873567e-13	1.89564017876227e-10	1.33705625927628e-10	TRUE
Kcnj16	642	923	-0.523757350523471	-0.52479012943802	-7.13670135024715	9.55972345880876e-13	1.87545616982743e-10	1.33705625927628e-10	TRUE
Myo1b	267	457	-0.775354423370516	-0.776387202285064	-7.1121927482466	1.14213597821788e-12	2.20955722786068e-10	1.57524466274897e-10	TRUE
Serpine1	1819	1416	0.361324277568489	0.36029149865394	7.07496594064287	1.49485471098016e-12	2.85230565332091e-10	2.03347494252173e-10	TRUE
Lmo7	1345	1004	0.421846903493215	0.420814124578666	7.03138307315864	2.04496198862966e-12	3.74793099205559e-10	2.6719870466099e-10	TRUE
Slco2a1	1923	1511	0.347855102175069	0.346822323260521	7.01885967085712	2.23686299491417e-12	3.99452110976403e-10	2.84778686836105e-10	TRUE
Pfkl	1664	2091	-0.329537628448486	-0.330570407363035	-6.99830690059745	2.59074107668038e-12	4.56790284266848e-10	3.25656402203087e-10	TRUE
Nkain4	121	36	1.74893823583228	1.74790545691773	6.95988170763422	3.40558573687398e-12	5.9295504661147e-10	4.22731423584417e-10	TRUE
Nlrc5	316	515	-0.704647873893478	-0.705680652808027	-6.94706372313944	3.72967264610938e-12	6.41365559106883e-10	4.57244402233618e-10	TRUE
Gsta1	46	2	4.52356195605701	4.52252917714246	6.86497603883086	6.65024145638639e-12	1.10275253864293e-09	7.80119544090945e-10	TRUE
Ltbp1	630	897	-0.509756156531981	-0.51078893544653	-6.86439093098809	6.67755360603054e-12	1.09425463739293e-09	7.80119544090945e-10	TRUE
Cacna1g	1191	879	0.438238342720709	0.43720556380616	6.85479050008915	7.14171030560026e-12	1.15670794007798e-09	8.24643953997681e-10	TRUE
Tnfaip2	2333	1888	0.305327542622358	0.304294763707809	6.8333088712373	8.2978027834989e-12	1.32850683875122e-09	9.471233787389e-10	TRUE
Atg7	912	645	0.499734663854126	0.498701884939577	6.76951052793525	1.29218811000108e-11	2.02234698698933e-09	1.44177813423996e-09	TRUE
Fst	502	738	-0.555933452109624	-0.556966231024173	-6.73508321517254	1.6383614124937e-11	2.53563734606942e-09	1.80771475194154e-09	TRUE
Prrt4	308	163	0.918058386463825	0.917025607549276	6.72793099813732	1.720924899638e-11	2.63414977220414e-09	1.87794654839672e-09	TRUE
Nav2	1699	1329	0.354344747908046	0.353311968993497	6.71323739472525	1.90353042674941e-11	2.8509973456121e-09	2.03254221957183e-09	TRUE
Mcc	1052	766	0.457718407367345	0.456685628452796	6.70670206774064	1.99072119863668e-11	2.9498676144479e-09	2.10302913039919e-09	TRUE
Sdk1	138	272	-0.97893838447217	-0.979971163386719	-6.68559556980251	2.29987370150662e-11	3.37209903034587e-09	2.40262692852997e-09	TRUE
Slc38a1	411	625	-0.604717795867765	-0.605750574782314	-6.68414865588172	2.32270937309122e-11	3.37010613101954e-09	2.40262692852997e-09	TRUE
Gja1	493	725	-0.556393348524384	-0.557426127438933	-6.68047575617614	2.38167781739255e-11	3.42004023901659e-09	2.43238908628934e-09	TRUE
Ap1s2	1262	1619	-0.359391075320017	-0.360423854234566	-6.67932391067738	2.40047076415111e-11	3.41185278304702e-09	2.43238908628934e-09	TRUE
Ift80	1346	1711	-0.346161349879097	-0.347194128793646	-6.62964903694729	3.36485944748369e-11	4.73425527717175e-09	3.37516053597602e-09	TRUE
Idh1	985	1300	-0.400315993572077	-0.401348772486626	-6.61763188316479	3.64998546965982e-11	5.08406476068917e-09	3.62454784079062e-09	TRUE
9430020K01Rik	1387	1060	0.387903522873041	0.386870743958492	6.60311786980638	4.02599181642549e-11	5.552281189207e-09	3.95835020659229e-09	TRUE
Als2cl	1387	1063	0.383826190792497	0.382793411877949	6.53814433800737	6.22867988766407e-11	8.50581197600714e-09	6.06399089763532e-09	TRUE
Spp1	1210	1551	-0.358191638874134	-0.359224417788683	-6.51712783274234	7.16663489860049e-11	9.69165606821419e-09	6.90940669114712e-09	TRUE
Slc22a23	1056	777	0.442623330950743	0.441590552036195	6.51435963786744	7.30004063476193e-11	9.77714096169221e-09	6.97035085701843e-09	TRUE
Mrc2	195	345	-0.823122237915921	-0.82415501683047	-6.50561873453152	7.73742411392451e-11	1.02642457602719e-08	7.31761918050283e-09	TRUE
Cxcl5	20	84	-2.0703893278914	-2.07142210680595	-6.49990965901652	8.03682599158161e-11	1.0560844267617e-08	7.52907114462648e-09	TRUE
Ntn1	236	398	-0.753981571181808	-0.755014350096357	-6.47845284538392	9.26678819669063e-11	1.20632797001592e-08	8.60019225721633e-09	TRUE
Col4a3	254	129	0.977457431348911	0.976424652434363	6.43886197376565	1.2037259970136e-10	1.55247216781504e-08	1.10679346322464e-08	TRUE
Srgap1	405	242	0.742914860497393	0.741882081582844	6.43383551345164	1.24423505412931e-10	1.5899954191713e-08	1.13354466056075e-08	TRUE
Acat2	1095	1414	-0.368851250320864	-0.369884029235413	-6.39543003598846	1.60096135314687e-10	2.00899015207051e-08	1.4322557364257e-08	TRUE
Ms4a2	56	144	-1.36257007938471	-1.36360285829926	-6.33341602927405	2.39791836779281e-10	2.92987762675316e-08	2.08877780392187e-08	TRUE
Spata13	218	370	-0.763197135739387	-0.764229914653936	-6.31255845667895	2.74459736739393e-10	3.32430406351566e-08	2.36997357089406e-08	TRUE
Slc23a2	1394	1080	0.368199248817591	0.367166469903042	6.30409209964255	2.89888087172471e-10	3.48090617778048e-08	2.48161885509867e-08	TRUE
Slc39a14	1834	1471	0.318196392340223	0.317163613425674	6.30062379929432	2.96450121660142e-10	3.52927670478985e-08	2.51610332716624e-08	TRUE
Idi1	1176	1500	-0.35107444054688	-0.352107219461428	-6.28984204489299	3.17789158492289e-10	3.71973545263789e-08	2.65188579174263e-08	TRUE
Csf1r	554	367	0.594105913205976	0.593073134291427	6.17266579898341	6.71480519429416e-10	7.66643619273143e-08	5.43688720174831e-08	TRUE
Npc1	1598	1267	0.334850883787167	0.333818104872619	6.17220748780229	6.73430424831847e-10	7.62618893291284e-08	5.43688720174831e-08	TRUE
Gpr137b-ps	699	487	0.521370683293094	0.520337904378545	6.16042274635556	7.25510021403038e-10	8.02034054612929e-08	5.71788704063198e-08	TRUE
Trim59	1291	1621	-0.32839509021035	-0.329427869124899	-6.14158495604847	8.17021081369892e-10	8.96085562393797e-08	6.38840208223038e-08	TRUE
Camsap3	367	219	0.74484919324204	0.743816414327491	6.13846969957934	8.33202005309469e-10	9.06693025934031e-08	6.46402515329804e-08	TRUE
Loxl2	1461	1809	-0.308236229817743	-0.309269008732291	-6.11231058552785	9.81988294938002e-10	1.06031898916213e-07	7.55926032341868e-08	TRUE
Cd109	1609	1280	0.330020515836084	0.328987736921535	6.10891058153128	1.00313507694906e-09	1.07482065283257e-07	7.66264605160805e-08	TRUE
Phc1	1367	1066	0.358805804846883	0.357773025932334	6.09293413508025	1.10859683484389e-09	1.17875155057561e-07	8.4035935586475e-08	TRUE
Depdc1a	565	787	-0.478112768204937	-0.479145547119486	-6.0645507271655	1.3232301161934e-09	1.3754680812282e-07	9.80603139133947e-08	TRUE
Rapsn	62	12	2.36923380966572	2.36820103075117	6.06209707256055	1.34358078317719e-09	1.38627679473148e-07	9.88308922013223e-08	TRUE
Pck2	1346	1049	0.359663732033049	0.3586309531185	6.05954401578209	1.36507970385081e-09	1.39810258786309e-07	9.96739804580302e-08	TRUE
Irf9	465	667	-0.52045604518919	-0.521488824103739	-6.03201797747441	1.61924759260054e-09	1.63438403748789e-07	1.16519033744495e-07	TRUE
Klf2	308	176	0.807354922057605	0.806322143143056	6.03031659711958	1.63638783786069e-09	1.63980188442889e-07	1.16905284635387e-07	TRUE
Gas6	347	206	0.752291325395042	0.751258546480493	6.02081180305269	1.7354444701673e-09	1.72664328749716e-07	1.23096409941582e-07	TRUE
Gas1	477	680	-0.511545480132192	-0.51257825904674	-5.99570437595341	2.02605304721994e-09	2.00148176558345e-07	1.42690283332345e-07	TRUE
Eya1	887	652	0.444062140069986	0.443029361155438	5.98828950531017	2.12059354630519e-09	2.08012306383697e-07	1.48296804122279e-07	TRUE
Apol9b	56	138	-1.30116953472057	-1.30220231363511	-5.98422181420058	2.17426845442077e-09	2.11785911200188e-07	1.50987094634581e-07	TRUE
S100g	3	39	-3.70043971814109	-3.70147249705564	-5.96666577176926	2.42150710526338e-09	2.34230364369539e-07	1.65917040258085e-07	TRUE
Inmt	6	47	-2.96962635095648	-2.97065912987103	-5.9665866327085	2.42268133414779e-09	2.32727781402377e-07	1.65917040258085e-07	TRUE
Osbpl6	312	478	-0.615464589118499	-0.616497368033048	-5.93807882292889	2.88381395308482e-09	2.7512770241451e-07	1.96144928648198e-07	TRUE
Ifih1	301	464	-0.624361318367871	-0.62539409728242	-5.92575548263768	3.108648615291e-09	2.94560316750941e-07	2.09998890713874e-07	TRUE
Gpr137b	593	406	0.546552377360827	0.545519598446278	5.92279885426865	3.16507892802167e-09	2.97880975597391e-07	2.12366265524865e-07	TRUE
Nrn1	276	432	-0.6463630453853	-0.647395824299849	-5.89639129054625	3.71537336043578e-09	3.47325070721543e-07	2.47616109234133e-07	TRUE
Stat1	925	1194	-0.368277565861131	-0.36931034477568	-5.86829523382741	4.40298727744024e-09	4.06153707201756e-07	2.89556410423788e-07	TRUE
Srgap3	707	503	0.491151815003873	0.490119036089324	5.86640749082799	4.4533854733098e-09	4.08100041169291e-07	2.90943997111123e-07	TRUE
Casz1	78	169	-1.11547721741994	-1.11650999633448	-5.86368978100871	4.52692893590486e-09	4.1212805979228e-07	2.9214442356075e-07	TRUE
Ncapg	1229	1536	-0.321693300348494	-0.322726079263043	-5.86355528783255	4.53059895945996e-09	4.09783850041025e-07	2.9214442356075e-07	TRUE
Klf4	507	337	0.589237155821483	0.588204376906934	5.86148196227776	4.58754316924947e-09	4.12257347125651e-07	2.93907837077156e-07	TRUE
Acss2	511	715	-0.484619950728131	-0.48565272964268	-5.85236705737685	4.84625592290237e-09	4.3271473557761e-07	3.08492384409262e-07	TRUE
Apol9a	37	105	-1.50479215203717	-1.50582493095172	-5.826853635668	5.64821070511686e-09	4.94804571770898e-07	3.52757670612839e-07	TRUE
Pdk1	547	756	-0.466845401428515	-0.467878180343063	-5.8154713854513	6.0463256048309e-09	5.2637043343556e-07	3.7526170648272e-07	TRUE
Acsf2	929	695	0.418665618771783	0.417632839857234	5.80260767627567	6.52914381713713e-09	5.64872324403124e-07	4.02710598725769e-07	TRUE
Agt	8	50	-2.64385618977472	-2.64488896868927	-5.79740134884645	6.73503748792415e-09	5.79088501045034e-07	4.12845641211882e-07	TRUE
Slc7a11	710	508	0.482990527619879	0.481957748705331	5.78913107643426	7.07514712352647e-09	6.0459953548221e-07	4.31033050133295e-07	TRUE
Atf5	1320	1039	0.345342275341604	0.344309496427055	5.77541271229548	7.67646881709246e-09	6.51984964349274e-07	4.64815222857187e-07	TRUE
Bnip3	411	593	-0.52889371086432	-0.529926489778869	-5.77113548103987	7.87391343491344e-09	6.64701455969147e-07	4.73881105062235e-07	TRUE
Ddx58	871	1127	-0.371742891573357	-0.372775670487905	-5.75129574082006	8.85620358286023e-09	7.38671016201558e-07	5.26615722429357e-07	TRUE
Zdhhc2	304	462	-0.603821527972473	-0.604854306887022	-5.73916248755072	9.51458992814379e-09	7.84193627864585e-07	5.59069849506214e-07	TRUE
Slc17a1	265	413	-0.640149421968884	-0.641182200883433	-5.71608016215654	1.09009329121289e-08	8.87947921245869e-07	6.33038694859182e-07	TRUE
Dennd2a	1043	799	0.384471749591789	0.38343897067724	5.67851665239971	1.35867808250964e-08	1.09393219718363e-06	7.79889668977344e-07	TRUE
Bok	391	248	0.656828486920478	0.655795708005929	5.67209004528825	1.41065791365572e-08	1.12280309024631e-06	8.00472399142619e-07	TRUE
Neto2	849	1098	-0.37104159545216	-0.372074374366709	-5.66681879489375	1.45473042826903e-08	1.14479887770392e-06	8.16153706853804e-07	TRUE
Ubn2	1345	1067	0.334045996619562	0.333013217705013	5.64963514004117	1.6078874028898e-08	1.25821705813775e-06	8.97012161721738e-07	TRUE
Add3	864	1114	-0.366646015176563	-0.367678794091112	-5.64482810846831	1.6534636362141e-08	1.28665335133107e-06	9.17285055546947e-07	TRUE
Tshz1	989	754	0.391405997490446	0.390373218575898	5.62278792450179	1.87900023181969e-08	1.45403301272314e-06	1.03661390339755e-06	TRUE
Wnt7a	454	300	0.597729796795033	0.596697017880484	5.61845452524682	1.92673090006411e-08	1.48273119928138e-06	1.05707350708485e-06	TRUE
Armcx3	753	985	-0.387473859671811	-0.38850663858636	-5.58838055351153	2.29196943173279e-08	1.75411220959374e-06	1.25054733191982e-06	TRUE
Rsad2	9	50	-2.47393118833241	-2.47496396724696	-5.58705517374742	2.30952366573366e-08	1.75788825901662e-06	1.25323936524879e-06	TRUE
Slc4a4	335	495	-0.563267429621837	-0.564300208536385	-5.58138898702849	2.38605329695955e-08	1.8062682811603e-06	1.28773060661813e-06	TRUE
Cdh11	299	451	-0.592981949057275	-0.594014727971824	-5.57927579977412	2.41522028560046e-08	1.81846504638534e-06	1.29642596380612e-06	TRUE
Oasl2	114	214	-0.908576972236406	-0.909609751150955	-5.5718412177752	2.52061101719064e-08	1.87751822772452e-06	1.33852634824058e-06	TRUE
Dhcr7	981	1241	-0.339178073911118	-0.340210852825666	-5.53915477472614	3.03934946886016e-08	2.23995231490758e-06	1.59095148894751e-06	TRUE
Zfp704	1529	1237	0.305742906384435	0.304710127469886	5.53888569297805	3.04402235480448e-08	2.23158880947745e-06	1.59095148894751e-06	TRUE
Ism1	30	89	-1.56884283535788	-1.56987561427243	-5.53101314674605	3.18386459432143e-08	2.32188743111535e-06	1.65532747341858e-06	TRUE
Lifr	243	380	-0.645043104725167	-0.646075883639716	-5.52011679711765	3.38774410602558e-08	2.45770248191825e-06	1.74528711222038e-06	TRUE
Stat2	811	1048	-0.369864897320177	-0.370897676234726	-5.5198939003056	3.39204409985022e-08	2.44807162004216e-06	1.74528711222038e-06	TRUE
Lpin1	821	1059	-0.367248462214532	-0.36828124112908	-5.51214579547004	3.54485081021596e-08	2.53211420182041e-06	1.80520302058453e-06	TRUE
Sorbs1	1529	1239	0.303412219220203	0.302379440305654	5.49874017672511	3.82514270522452e-08	2.71838840515675e-06	1.93800222619618e-06	TRUE
Vgll3	146	255	-0.80452887797884	-0.805561656893389	-5.48449740450365	4.14646572978666e-08	2.93178279950246e-06	2.09013604582079e-06	TRUE
Shcbp1	955	1209	-0.340241606326012	-0.341274385240561	-5.48334543186143	4.17356941630161e-08	2.93604284846794e-06	2.09317313366414e-06	TRUE
Kif14	1023	1285	-0.328962214335911	-0.32999499325046	-5.47694204770338	4.32738862018858e-08	3.02895457741743e-06	2.15941206302474e-06	TRUE
Bcat1	1254	994	0.335219591239753	0.334186812325204	5.47325547392909	4.41842417024722e-08	3.07721151336867e-06	2.19381555338893e-06	TRUE
Sh3tc2	726	532	0.448543302494562	0.447510523580013	5.46814073713813	4.54780729766705e-08	3.15156257956241e-06	2.24682215521601e-06	TRUE
C1s1	11	53	-2.2684888359259	-2.26952161484045	-5.46591002927908	4.60537899442758e-08	3.17565960462286e-06	2.26400148401365e-06	TRUE
Ammecr1	810	1044	-0.366127898797897	-0.367160677712446	-5.4573721925071	4.83232742440009e-08	3.31573835933344e-06	2.36386688145167e-06	TRUE
Shox2	94	184	-0.968973104379375	-0.970005883293924	-5.45223045208178	4.97419356763956e-08	3.39635010802213e-06	2.42133686922821e-06	TRUE
Upk3b	101	38	1.41028396930821	1.40925119039366	5.43658915843944	5.43101689209983e-08	3.67226380048828e-06	2.61804214843814e-06	TRUE
Adh7	751	555	0.436325136276803	0.435292357362254	5.42112198020387	5.92261279162144e-08	3.98531756398526e-06	2.84122544683117e-06	TRUE
Dhdh	477	325	0.553549548089695	0.552516769175146	5.37359803026169	7.71808132576853e-08	5.14378731036506e-06	3.66712543345781e-06	TRUE
Sgol2a	1072	1334	-0.315453760726813	-0.316486539641362	-5.3645105580893	8.1169012161883e-08	5.35830886446857e-06	3.82006283145105e-06	TRUE
Fgf7	40	103	-1.36457243229586	-1.3656052112104	-5.36242685282459	8.21112228562017e-08	5.39493973190582e-06	3.84617782756647e-06	TRUE
AI661453	259	151	0.778403548361476	0.777370769446927	5.35811809522602	8.40932690898353e-08	5.47352871566503e-06	3.90220573924786e-06	TRUE
Sgsm1	293	437	-0.576732615078351	-0.5777653939929	-5.35682260879858	8.46982024959373e-08	5.48726168635307e-06	3.91199629298744e-06	TRUE
Rreb1	1252	998	0.327122841595358	0.326090062680809	5.34388057653444	9.09775196880086e-08	5.86678644321422e-06	4.17572443342968e-06	TRUE
A830080D01Rik	789	1015	-0.36338252205908	-0.364415300973629	-5.34334043187112	9.12491575878168e-08	5.85718670986498e-06	4.17572443342968e-06	TRUE
Il23r	30	2	3.90689059560852	3.90585781669397	5.32800829922675	9.92955880756588e-08	6.31547144431895e-06	4.50244626387845e-06	TRUE
Ppm1e	148	254	-0.779231321143215	-0.780264100057764	-5.32513097693875	1.00880322271476e-07	6.38710004054268e-06	4.55351195363697e-06	TRUE
Map1a	267	404	-0.597515551064241	-0.59854832997879	-5.31667603529257	1.05679979836691e-07	6.6607078694356e-06	4.74857332915392e-06	TRUE
Tgfb2	130	230	-0.82312223791592	-0.824155016830469	-5.31179181816332	1.08552570178472e-07	6.78039798213425e-06	4.8339031901935e-06	TRUE
Maf	567	759	-0.420751150473238	-0.421783929387787	-5.29506599207207	1.18973437798054e-07	7.39812953164776e-06	5.27429835810909e-06	TRUE
Cyb561a3	698	514	0.441458677015774	0.440425898101225	5.28325227895348	1.2691043382405e-07	7.85660192326754e-06	5.60115397370953e-06	TRUE
Rusc2	1115	879	0.343108639664262	0.342075860749713	5.27558918478648	1.32330235174355e-07	8.11994645702023e-06	5.78079241944074e-06	TRUE
