"GeneNames","value1","value2","log2(Fold_change)","log2(Fold_change) normalized","z-score","p-value","q-value(Benjamini et al. 1995)","q-value(Storey et al. 2003)","Signature(q-value(Storey et al. 2003) < 0.5)"
"Thop1",1224,1286,-0.071287084635296,-0.112379739609944,-1.95121244660185,0.0510317789776814,0.523650077421168,0.51350890126037,FALSE
"Lmbrd1",1300,1168,0.154471349035799,0.113378694061151,1.95091537304366,0.0510671135986175,0.523626214952196,0.51350890126037,FALSE
"Trip11",1034,920,0.168530419370558,0.127437764395911,1.95087678428919,0.0510717049380269,0.523287387957499,0.51350890126037,FALSE
"Rrm2b",827,728,0.183948878972579,0.142856223997932,1.95055621298989,0.0511098602865338,0.52329270797052,0.51350890126037,FALSE
"Ppp4r2",1063,947,0.166705266062721,0.125612611088073,1.95033535667634,0.0511361611454854,0.523176736252266,0.51350890126037,FALSE
"Krt20",472,402,0.231591358182913,0.190498703208265,1.94884096329894,0.0513144201451551,0.524614483601644,0.514681187510062,FALSE
"Prrc2b",4847,4525,0.0991742903084685,0.0580816353338209,1.94872456173196,0.051328326939443,0.524371093141819,0.514681187510062,FALSE
"Bysl",1151,1212,-0.0745018653407215,-0.115594520315369,-1.94733650453086,0.0514944049704301,0.525681502723099,0.515284329721918,FALSE
"Lrrc8a",1000,1059,-0.0827025893302498,-0.123795244304897,-1.94663162707556,0.0515789140681861,0.526157902570843,0.515284329721918,FALSE
"Ugp2",1157,1218,-0.0741252687988432,-0.115217923773491,-1.94591835725178,0.0516645474616124,0.526645064447403,0.515284329721918,FALSE
"Kif26b",10,3,1.73696559416621,1.69587293919156,1.94538799700914,0.05172829827965,0.525945344994701,0.515284329721918,FALSE
"S1pr4",10,3,1.73696559416621,1.69587293919156,1.94538799700914,0.05172829827965,0.525945344994701,0.515284329721918,FALSE
"Fat2",10,3,1.73696559416621,1.69587293919156,1.94538799700914,0.05172829827965,0.525945344994701,0.515284329721918,FALSE
"Popdc2",10,3,1.73696559416621,1.69587293919156,1.94538799700914,0.05172829827965,0.525945344994701,0.515284329721918,FALSE
"Disp2",10,3,1.73696559416621,1.69587293919156,1.94538799700914,0.05172829827965,0.525945344994701,0.515284329721918,FALSE
"Fam83c",10,3,1.73696559416621,1.69587293919156,1.94538799700914,0.05172829827965,0.525945344994701,0.515284329721918,FALSE
"Rab5a",1038,924,0.167841686941824,0.126749031967176,1.94431523025615,0.0518574491452578,0.525912452892534,0.5161940643205,FALSE
"Tbk1",1039,925,0.167670383500537,0.12657772852589,1.94268030122404,0.0520547977734416,0.527529087639892,0.517665240530326,FALSE
"Sirt4",155,186,-0.263034405833793,-0.304127060808441,-1.94246212748738,0.0520811804840382,0.527412041842729,0.517665240530326,FALSE
"Slc13a5",72,49,0.555215157327104,0.514122502352456,1.94214918846819,0.0521190422340835,0.527411326945194,0.517665240530326,FALSE
"Lppr3",67,89,-0.409644240508626,-0.450736895483273,-1.94143809248335,0.0522051616469716,0.527898594574176,0.517699897719985,FALSE
"Polr1b",645,697,-0.111859495557807,-0.152952150532455,-1.94133909958652,0.0522171599101775,0.527636185604002,0.517699897719985,FALSE
"Elovl6",2450,2516,-0.0383501729893556,-0.0794428279640031,-1.94049565563205,0.0523194816388388,0.528286182067114,0.517699897719985,FALSE
"Ankle1",127,95,0.418829078441218,0.37773642346657,1.94046435946147,0.0523232815324218,0.527941151253115,0.517699897719985,FALSE
"Tnnc1",89,63,0.498453507466481,0.457360852491833,1.93988421769673,0.052393762523737,0.528268944256736,0.517699897719985,FALSE
"Fam20c",892,949,-0.0893643771008055,-0.130457032075453,-1.93967340791023,0.0524193933037191,0.528144380068776,0.517699897719985,FALSE
"Mylip",445,491,-0.141917688460932,-0.18301034343558,-1.93945227401815,0.0524462905795304,0.528032747442281,0.517699897719985,FALSE
"Gm15800",2490,2288,0.122058690177054,0.0809660352024066,1.93911398199133,0.0524874605303983,0.528064870632893,0.517699897719985,FALSE
"Pde4d",83,107,-0.366427555054223,-0.40752021002887,-1.939095685521,0.0524896879705953,0.527705438570613,0.517699897719985,FALSE
"Bche",31,17,0.866733469136536,0.825640814161888,1.93899554688635,0.0525018804006276,0.527446636625958,0.517699897719985,FALSE
"Lss",3341,3404,-0.0269510543509934,-0.068043709325641,-1.93715096595215,0.0527268921137586,0.529324698880649,0.517744553227038,FALSE
"Spag9",2658,2447,0.119327003196783,0.0782343482221359,1.93680115902997,0.0527696542002087,0.529371769119554,0.517744553227038,FALSE
"Slc16a10",861,760,0.180013819065895,0.138921164091247,1.93674940062865,0.0527759838579714,0.529053554117689,0.517744553227038,FALSE
"Cxx1b",246,283,-0.202143737492642,-0.24323639246729,-1.93663335331489,0.0527901778657653,0.52881457712219,0.517744553227038,FALSE
"Pdgfb",577,627,-0.119894124156557,-0.160986779131205,-1.93529500383728,0.0529541050945939,0.530074785626518,0.517744553227038,FALSE
"Lyrm2",211,168,0.328781765928424,0.287689110953776,1.93489816267792,0.0530027937166944,0.530180463192028,0.517744553227038,FALSE
"Fam13b",1146,1025,0.160983134364097,0.119890479389449,1.93472339329764,0.0530242481124647,0.530013764022796,0.517744553227038,FALSE
"Arsb",1826,1891,-0.0504625979655398,-0.0915552529401873,-1.93466588385972,0.0530313094610252,0.529703539329091,0.517744553227038,FALSE
"Dpp3",1438,1501,-0.0618603011813921,-0.10295295615604,-1.93436988313808,0.0530676666090427,0.529686171236274,0.517744553227038,FALSE
"Tmtc3",2569,2363,0.120587260926969,0.0794946059523218,1.93434077597766,0.0530712429048829,0.52934186610437,0.517744553227038,FALSE
"Cntrob",973,864,0.171408492617644,0.130315837642996,1.9342255897225,0.0530853974157355,0.529103487934327,0.517744553227038,FALSE
"Gm608",2156,1973,0.127966222028947,0.0868735670542995,1.93401963504507,0.0531107137457955,0.528976621720301,0.517744553227038,FALSE
"Slc41a2",756,663,0.189377364108484,0.148284709133837,1.93398785019166,0.053114621697116,0.528636864764997,0.517744553227038,FALSE
"Tmem219",133,162,-0.284567567383434,-0.325660222358082,-1.93393641841074,0.0531209457492714,0.528321623532095,0.517744553227038,FALSE
"D630013N20Rik",15,6,1.32192809488736,1.28083543991272,1.93368915738838,0.053151357748875,0.527868912957398,0.517744553227038,FALSE
"Sgcd",15,6,1.32192809488736,1.28083543991272,1.93368915738838,0.053151357748875,0.527868912957398,0.517744553227038,FALSE
"Hist1h2bf",15,6,1.32192809488736,1.28083543991272,1.93368915738838,0.053151357748875,0.527868912957398,0.517744553227038,FALSE
"Pcdh17",35,20,0.807354922057604,0.766262267082956,1.93190174179132,0.053371634770088,0.529111736073657,0.519149147719167,FALSE
"Cemip",35,20,0.807354922057604,0.766262267082956,1.93190174179132,0.053371634770088,0.529111736073657,0.519149147719167,FALSE
"G6pd2",19,32,-0.752072486556415,-0.793165141531062,-1.93051222958275,0.0535434013895091,0.530247473589555,0.520448977738505,FALSE
"Rfx3",434,368,0.237989276387466,0.196896621412819,1.92936412397053,0.0536856742381533,0.531278017514081,0.521115879838417,FALSE
"Dcp1b",93,118,-0.343484238253811,-0.384576893228458,-1.92934229633514,0.0536883821656692,0.530926931459078,0.521115879838417,FALSE
"Napg",798,702,0.184917715917784,0.143825060943137,1.92871930162639,0.0537657187255889,0.531313825984781,0.521495624901664,FALSE
"Mthfd2l",268,306,-0.191298652234879,-0.232391307209527,-1.92762660862805,0.0539015867327682,0.532278168986086,0.521927031585523,FALSE
"Mfsd3",102,74,0.462971976342545,0.421879321367898,1.92743910425191,0.0539249302516006,0.531941986674888,0.521927031585523,FALSE
"Ago4",102,74,0.462971976342545,0.421879321367898,1.92743910425191,0.0539249302516006,0.531941986674888,0.521927031585523,FALSE
"Ctu2",428,473,-0.144229386938248,-0.185322041912895,-1.92684150427765,0.053999385287807,0.532110172247816,0.522198591451279,FALSE
"Phf8",1620,1469,0.141159417215707,0.10006676224106,1.92659985633452,0.0540295165803311,0.532030027289606,0.522198591451279,FALSE
"Samhd1",2320,2385,-0.0398644608779399,-0.0809571158525875,-1.92479711148174,0.0542547455188037,0.533869767652828,0.523862867780936,FALSE
"Asb5",23,37,-0.685891409571937,-0.726984064546585,-1.92459975723354,0.05427944980968,0.533735127407207,0.523862867780936,FALSE
"Rom1",293,241,0.281867518192287,0.240774863217639,1.92384828732024,0.0543736027834316,0.534283090530624,0.523862867780936,FALSE
"Prdm9",322,267,0.270220946427063,0.229128291452416,1.92313438845405,0.0544631745844378,0.534785296201994,0.523862867780936,FALSE
"AU021092",202,236,-0.224431566610047,-0.265524221584694,-1.92312459921367,0.054464403680493,0.534419949734351,0.523862867780936,FALSE
"Lsr",252,289,-0.197645759000761,-0.238738413975409,-1.9223634673961,0.0545600390726857,0.534980806252907,0.523862867780936,FALSE
"Serpinb9b",290,329,-0.182034683720307,-0.223127338694954,-1.92216537011507,0.0545849527422746,0.534847909040582,0.523862867780936,FALSE
"Apoe",21,10,1.0703893278914,1.02929667291675,1.92056144013208,0.0547870203644395,0.536449810667019,0.523862867780936,FALSE
"Prg4",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Col23a1",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Naip5",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Snord19",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Slitrk5",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Faim2",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"P2ry12",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Cers3",8,2,2,1.95890734502535,1.92033264499402,0.0548158953954014,0.53503700216052,0.523862867780936,FALSE
"Ogfod3",219,254,-0.213897627170992,-0.254990282145639,-1.91946819411104,0.0549251077733956,0.534414764507553,0.524530380790897,FALSE
"Dgkq",363,304,0.255898224552165,0.214805569577518,1.9190248906307,0.0549811838689112,0.53458628007926,0.524530380790897,FALSE
"Narfl",527,575,-0.125758994194523,-0.166851649169171,-1.91886794164805,0.0550010487177005,0.534405717240326,0.524530380790897,FALSE
"Dnajc13",3138,2903,0.112300780341437,0.0712081253667896,1.91780961706025,0.0551351558929243,0.535334642133533,0.525162393147617,FALSE
"Foxc1",728,781,-0.101384097943283,-0.142476752917931,-1.91773766344897,0.0551442834893973,0.535049628497265,0.525162393147617,FALSE
"Vps13c",1026,914,0.166764660548983,0.125672005574336,1.9169747049485,0.0552411452664649,0.535615679068988,0.525324582836299,FALSE
"Rtn2",18,8,1.16992500144231,1.12883234646766,1.91669418176285,0.0552767948653153,0.535401292795085,0.525324582836299,FALSE
"Igsf23",18,8,1.16992500144231,1.12883234646766,1.91669418176285,0.0552767948653153,0.535401292795085,0.525324582836299,FALSE
"Trnp1",175,207,-0.242275845666996,-0.283368500641644,-1.91619839097693,0.0553398481101544,0.535452503913421,0.525557823788851,FALSE
"Tmcc3",752,660,0.188266637431822,0.147173982457174,1.91478469666283,0.0555199669006211,0.536821710560664,0.526901728730155,FALSE
"Cd276",294,333,-0.179706022234898,-0.220798677209545,-1.91440552215929,0.0555683605201668,0.536916250641,0.526994521794934,FALSE
"Sox11",43,61,-0.504472582860789,-0.545565237835436,-1.91372666539999,0.0556550900427289,0.537380813857016,0.527408958274835,FALSE
"E230025N22Rik",16,28,-0.807354922057604,-0.848447577032251,-1.91327537140914,0.0557128089376241,0.537564812955396,0.527408958274835,FALSE
"Tjp3",206,164,0.328948522565135,0.287855867590487,1.91288783797987,0.0557624128726137,0.5376703110824,0.527408958274835,FALSE
"Zfp346",553,477,0.213290214229197,0.172197559254549,1.9128547827318,0.0557666456173984,0.537338489718854,0.527408958274835,FALSE
"LOC106740",105,131,-0.319177483871328,-0.360270138845975,-1.91239922617845,0.0558250071804897,0.537528323987208,0.527595284576846,FALSE
"Fos",174,136,0.355480654598389,0.314387999623741,1.91127849007848,0.0559688017754116,0.538539944557317,0.528114126177782,FALSE
"Rpusd1",471,517,-0.13443722070215,-0.175529875676798,-1.91127237786692,0.0559695868397688,0.538175059073406,0.528114126177782,FALSE
"Mxd3",315,261,0.271302021817394,0.230209366842747,1.91073184793752,0.0560390498338139,0.538470593565548,0.528114126177782,FALSE
"Prrt4",163,194,-0.251184687956051,-0.292277342930698,-1.91042063737213,0.0560790757684839,0.538483059036602,0.528114126177782,FALSE
"Vkorc1l1",1231,1291,-0.0686582388227333,-0.109750893797381,-1.91014007314322,0.0561151805683589,0.538457881727027,0.528114126177782,FALSE
"Ehd1",2259,2323,-0.0403048834157236,-0.0813975383903711,-1.90979641931861,0.0561594305137099,0.538510842663877,0.528114126177782,FALSE
"Mrc2",345,288,0.26052755022322,0.219434895248572,1.90962556500052,0.0561814410633209,0.538350624772167,0.528114126177782,FALSE
"Caml",340,381,-0.164256251355619,-0.205348906330266,-1.90956310057421,0.0561894899244393,0.538056933821903,0.528114126177782,FALSE
"Arhgef40",1149,1029,0.159135815752144,0.118043160777497,1.90801518272549,0.0563892539706385,0.53959820179474,0.52929848002344,FALSE
"Sdccag8",555,479,0.212462115501289,0.171369460526641,1.90736905030483,0.0564728142730592,0.540026141439212,0.52929848002344,FALSE
"Abhd14b",319,359,-0.170427420058182,-0.21152007503283,-1.90727375895879,0.0564851464292693,0.539772835706228,0.52929848002344,FALSE
"Rpl21",63,84,-0.415037499278844,-0.456130154253491,-1.90689981421715,0.0565335622528508,0.539864457117883,0.52929848002344,FALSE
"Ptpn22",110,81,0.441509710640036,0.400417055665388,1.90685038333995,0.0565399648108637,0.539555024523163,0.52929848002344,FALSE
"Adra1b",13,24,-0.884522782580064,-0.925615437554711,-1.90678673563046,0.0565482096997272,0.53926358550412,0.52929848002344,FALSE
"Ccdc50",4280,3989,0.101583673201347,0.0604910182266993,1.9063123434216,0.0566096937332219,0.539479905186235,0.529510802312614,FALSE
"Fam43a",224,259,-0.209453365628951,-0.250546020603599,-1.90595394137732,0.0566561816427291,0.539553116137333,0.529582660391258,FALSE
"Ap1s3",139,168,-0.273376350055253,-0.314469005029901,-1.90543797607905,0.0567231626861132,0.53982125529618,0.529671665794406,FALSE
"Ccdc171",74,51,0.537028023657455,0.495935368682807,1.90528273938007,0.0567433279324818,0.53964379724571,0.529671665794406,FALSE
"Zfp639",592,513,0.206638350021896,0.165545695047248,1.90490201838247,0.056792808845237,0.539745190829922,0.529771185716481,FALSE
"Chchd10",260,297,-0.191951307772312,-0.23304396274696,-1.90418479080018,0.056886121815316,0.540262730683165,0.530279161899256,FALSE
"Irf9",667,582,0.196667608276302,0.155574953301654,1.90348079158233,0.0569778377650782,0.540764407020919,0.530771567710022,FALSE
"Rbm6",879,778,0.176093010157212,0.135000355182564,1.902953905386,0.0570465601594068,0.541047320911591,0.531049253606743,FALSE
"Myo1c",4120,4175,-0.0191318601781969,-0.0602245151528444,-1.90146484749485,0.0572411526430776,0.542522826414009,0.532497493096094,FALSE
"Smyd2",938,994,-0.0836579290469111,-0.124750584021559,-1.9001779628912,0.05740976921987,0.543750293755499,0.533702277946385,FALSE
"Phlpp2",881,780,0.175667895170804,0.134575240196156,1.89925848967485,0.0575304978118523,0.544522832931242,0.534162222777614,FALSE
"Tmem194",1339,1207,0.149730284569289,0.108637629594641,1.89873152216551,0.0575997847603985,0.544807760073864,0.534162222777614,FALSE
"Stox2",131,99,0.404066381457841,0.362973726483193,1.89861487592517,0.0576151310612503,0.544582448861743,0.534162222777614,FALSE
"Gpr63",40,24,0.736965594166207,0.695872939191559,1.8985889238691,0.0576185458474968,0.544244742842117,0.534162222777614,FALSE
"Acd",820,874,-0.0920093699951536,-0.133102024969801,-1.89831232865578,0.0576549508566453,0.544218897970669,0.534162222777614,FALSE
"Col4a3",129,157,-0.283393493468373,-0.324486148443021,-1.89737954629213,0.0577778631512476,0.545009097187888,0.534937819824832,FALSE
"Gyg",673,724,-0.105383192472889,-0.146475847447537,-1.89693627797737,0.0578363487097289,0.545190910142421,0.53493829608304,FALSE
"N6amt2",338,282,0.26132808388339,0.220235428908742,1.89678506937724,0.0578563106761374,0.545009582412611,0.53493829608304,FALSE
"Vps51",632,682,-0.109847180847071,-0.150939835821718,-1.89573055652242,0.0579956826056156,0.545952586965796,0.535492740158501,FALSE
"Xrn1",696,609,0.192645077942396,0.151552422967749,1.89546935266291,0.0580302482493869,0.545908370540918,0.535492740158501,FALSE
"Pvrl1",49,31,0.660513533728333,0.619420878753686,1.89543393237154,0.0580349368072414,0.54558334101953,0.535492740158501,FALSE
"Rab8b",593,642,-0.114541192576299,-0.155633847550946,-1.89495090328119,0.0580989064348793,0.545815672344974,0.535492740158501,FALSE
"Mettl22",154,184,-0.256775415362112,-0.29786807033676,-1.89428312072024,0.0581874402435005,0.546278304622303,0.535492740158501,FALSE
"Caps2",4,11,-1.4594316186373,-1.50052427361194,-1.89425668529827,0.0581909473251988,0.545758469888408,0.535492740158501,FALSE
"Hist1h2ak",4,11,-1.4594316186373,-1.50052427361194,-1.89425668529827,0.0581909473251988,0.545758469888408,0.535492740158501,FALSE
"Mylk",327,367,-0.16648942734513,-0.207582082319778,-1.89379802370849,0.0582518240869349,0.545777198183789,0.535691727005965,FALSE
"Jade3",380,320,0.247927513443587,0.206834858468939,1.89320446354738,0.0583306840595398,0.546148034453765,0.535973951402346,FALSE
"Slc24a5",36,21,0.777607578663551,0.736514923688904,1.89297599840281,0.0583610614014982,0.546064736020479,0.535973951402346,FALSE
"Mrs2",610,530,0.202816882999686,0.161724228025039,1.89026151541991,0.0587229930807,0.549081705308711,0.538935169814759,FALSE
"Ttl",734,786,-0.098749249415393,-0.139841904390041,-1.88915108399808,0.0588715870751067,0.550101173852341,0.53939560301268,FALSE
"Zfp27",8,17,-1.08746284125034,-1.12855549622499,-1.88903670057589,0.0588869111779696,0.549874824055399,0.53939560301268,FALSE
"Dusp4",623,542,0.200939311670131,0.159846656695484,1.88873510921247,0.0589273316615613,0.549882966055267,0.53939560301268,FALSE
"Dctn4",1490,1349,0.143421982401255,0.102329327426608,1.88870579997934,0.0589312610301941,0.549550807085056,0.53939560301268,FALSE
"Ppp1r12b",185,146,0.341556901636294,0.300464246661647,1.88803551037525,0.0590211833957942,0.550020465103969,0.539856582174306,FALSE
"Vsig10l",75,52,0.528378972354789,0.487286317380141,1.88748830239033,0.0590946782306944,0.550336507782703,0.540166784668918,FALSE
"Ssr4",288,326,-0.178803152788765,-0.219895807763413,-1.88672630659662,0.0591971474809011,0.55092177950097,0.540655558619969,FALSE
"Hivep2",1194,1072,0.155497930807034,0.114405275832386,1.88627050693997,0.0592585115158582,0.551123975997654,0.540655558619969,FALSE
"Anxa7",1381,1441,-0.0613570159166983,-0.102449670891346,-1.88620747641904,0.0592670014305245,0.550834483883698,0.540655558619969,FALSE
"Mapk1ip1l",1820,1882,-0.0483281776424782,-0.0894208326171257,-1.88575784265939,0.05932759427189,0.551029305782471,0.540846780385479,FALSE
"Fbxw9",516,444,0.216811389073149,0.175718734098501,1.88438471708903,0.0595129555622302,0.552381932000833,0.54158939376065,FALSE
"Trrap",4217,3931,0.101320657855039,0.0602280028803916,1.88408271759642,0.0595537875440934,0.55239216945502,0.54158939376065,FALSE
"Wdr55",533,580,-0.121917367255758,-0.163010022230406,-1.88407506228204,0.0595548228864093,0.552033504941757,0.54158939376065,FALSE
"Grwd1",499,545,-0.127216414327028,-0.168309069301676,-1.88397914808011,0.0595677960598487,0.551785900343861,0.54158939376065,FALSE
"Naglu",651,701,-0.106756900844989,-0.147849555819636,-1.88361691098087,0.0596168127139979,0.551872279610803,0.541674176816519,FALSE
"Rps6ka3",3190,2955,0.110398293587336,0.0693056386126882,1.88259862872818,0.0597547823651212,0.552781433136823,0.542112106173774,FALSE
"Srsf1",2797,2858,-0.0311256626196244,-0.0722183175942719,-1.88248990065029,0.0597695298457199,0.552550228041815,0.542112106173774,FALSE
"Smarcb1",995,1051,-0.0789942385311662,-0.120086893505814,-1.88238189394761,0.0597841824704512,0.552318453866547,0.542112106173774,FALSE
"Aatf",700,751,-0.101457985681943,-0.142550640656591,-1.88149295219346,0.059904893102868,0.553066157836838,0.542341128481439,FALSE
"Rasa3",1694,1541,0.136567012817412,0.0954743578427648,1.88119963959646,0.0599447667502138,0.553067045053068,0.542341128481439,FALSE
"Ppp6r3",3529,3277,0.106883757236963,0.0657911022623152,1.88087013196628,0.0599895870899614,0.553113540383835,0.542341128481439,FALSE
"Tcea3",186,147,0.339486466271667,0.298393811297019,1.8807610205768,0.0600044347802181,0.552883804628332,0.542341128481439,FALSE
"Angptl4",171,202,-0.240358967865896,-0.281451622840544,-1.88073378422754,0.0600081415310363,0.552551787978496,0.542341128481439,FALSE
"Hyou1",2194,2256,-0.0402035419956004,-0.0812961969702479,-1.87973706826049,0.0601439209928241,0.553435524476656,0.543061015169872,FALSE
"Xpr1",2307,2119,0.122634416310813,0.0815417613361655,1.87956504489159,0.0601673809480916,0.553285227977689,0.543061015169872,FALSE
"Trp53",1438,1498,-0.0589739480194531,-0.100066602994101,-1.87919827183734,0.0602174255291157,0.553379434604643,0.543124306560937,FALSE
"Gm9079",45,28,0.684498174272071,0.643405519297424,1.87893046093169,0.0602539889519263,0.553349710956131,0.543124306560937,FALSE
"Frrs1",978,871,0.167161746353369,0.126069091378721,1.87737613094344,0.0604665605484208,0.554935351726233,0.544680646117396,FALSE
"Rilp",66,87,-0.398549376490275,-0.439642031464922,-1.87585474147831,0.0606752287547385,0.556483100663512,0.546110380811781,FALSE
"Gem",313,260,0.267651033904164,0.226558378929516,1.87563575746154,0.0607053128692788,0.556392004043805,0.546110380811781,FALSE
"Pram1",6,14,-1.22239242133645,-1.2634850763111,-1.87487634541774,0.0608097369791121,0.556798539978646,0.54632951314878,FALSE
"Kcnk6",6,14,-1.22239242133645,-1.2634850763111,-1.87487634541774,0.0608097369791121,0.556798539978646,0.54632951314878,FALSE
"Vwa9",910,808,0.171511252334263,0.130418597359615,1.87199483108818,0.0612073186235396,0.559885893514272,0.549539706350904,FALSE
"Reep2",314,261,0.266714752321741,0.225622097347094,1.87116957529219,0.0613215804045763,0.560562297136903,0.549790093965318,FALSE
"Ilk",1228,1286,-0.0665800819577687,-0.107672736932416,-1.8710119977429,0.0613434180644776,0.560393485393231,0.549790093965318,FALSE
"Ikbke",324,270,0.263034405833793,0.221941750859145,1.87092075633946,0.0613560655678703,0.560140995177721,0.549790093965318,FALSE
"Snx21",276,313,-0.18149439015445,-0.222587045129097,-1.87047707126577,0.061417598128268,0.560334832267348,0.549911623577696,FALSE
"Ccl25",83,106,-0.352881023216274,-0.393973678190922,-1.87024200813046,0.0614502186107536,0.560264812828799,0.549911623577696,FALSE
"Cfap74",50,32,0.643856189774724,0.602763534800077,1.86857424126664,0.0616820722648662,0.56201017874882,0.551157036526915,FALSE
"Ajuba",1862,1923,-0.0465056897811031,-0.0875983447557507,-1.86793191858002,0.061771561175081,0.562456965670155,0.551157036526915,FALSE
"Cx3cl1",633,682,-0.107566239595831,-0.148658894570479,-1.86782122351524,0.0617869941502209,0.562229297555413,0.551157036526915,FALSE
"Myo6",1623,1475,0.137948045411406,0.0968553904367584,1.86753611045106,0.0618267589730229,0.562223189510079,0.551157036526915,FALSE
"Tead1",3552,3608,-0.0225677569052749,-0.0636604118799224,-1.86731679870347,0.0618573608728615,0.562133820638083,0.551157036526915,FALSE
"Gab2",487,418,0.220418830001458,0.179326175026811,1.86707907865701,0.0618905455516804,0.562068024396188,0.551157036526915,FALSE
"Wbscr16",518,564,-0.122743064712239,-0.163835719686886,-1.86704829385543,0.0618948440526762,0.561740151245698,0.551157036526915,FALSE
"Zhx1",1775,1618,0.133607416849429,0.0925147618747817,1.86692200856435,0.0619124799321608,0.561533673174666,0.551157036526915,FALSE
"Arl2",555,602,-0.117275715522233,-0.15836837049688,-1.86632128924444,0.0619964279941778,0.561928510320109,0.55141084977106,FALSE
"Arvcf",594,642,-0.112110366321536,-0.153203021296184,-1.86613985353404,0.0620218014036947,0.561792264962196,0.55141084977106,FALSE
"Arntl2",41,25,0.713695814843359,0.672603159868712,1.8654047552917,0.0621246913269598,0.56235788294925,0.551966015647024,FALSE
"Map1b",2185,2246,-0.0397246480126405,-0.0808173029872881,-1.86467171216427,0.0622274341942889,0.562921434637211,0.552519153407241,FALSE
"Sar1b",684,734,-0.101783737957316,-0.142876392931963,-1.86421960934275,0.062290870699815,0.563128911710161,0.552722796490706,FALSE
"Mapk7",736,787,-0.0966578694504747,-0.137750524425122,-1.86275673672926,0.0624964993981988,0.564620745700167,0.553815179718711,FALSE
"Dpy19l1",1060,948,0.161105300552304,0.120012645577656,1.86256217814625,0.0625238897777307,0.564501404850369,0.553815179718711,FALSE
"Arntl",477,409,0.221888423063762,0.180795768089114,1.86247813857629,0.0625357241208327,0.564241861243386,0.553815179718711,FALSE
"Mrps9",609,530,0.20044986845577,0.159357213481123,1.86183155496957,0.0626268371546516,0.564697499220672,0.554015244116954,FALSE
"Fgf11",13,5,1.37851162325373,1.33741896827908,1.86135188833947,0.0626945000627786,0.564758230562276,0.554015244116954,FALSE
"Ccdc37",13,5,1.37851162325373,1.33741896827908,1.86135188833947,0.0626945000627786,0.564758230562276,0.554015244116954,FALSE
"Ppifos",11,21,-0.932885804141463,-0.973978459116111,-1.86116627959946,0.0627206986862964,0.564445692255187,0.554015244116954,FALSE
"Prkd3",2348,2159,0.121069165087548,0.0799765101129,1.86030299665857,0.0628426698339036,0.565177542930528,0.554665324793799,FALSE
"Sim1",30,45,-0.584962500721156,-0.626055155695804,-1.86007028824221,0.0628755821757151,0.565108012004617,0.554665324793799,FALSE
"Gm5595",135,103,0.390315069867612,0.349222414892965,1.85878867432781,0.0630570984383369,0.566373318273021,0.555907249341707,FALSE
"Zfp82",101,74,0.448758117122845,0.407665462148197,1.85791840505931,0.0631806023036085,0.567116264964088,0.556636467046909,FALSE
"Tbc1d30",94,118,-0.328054197684204,-0.369146852658851,-1.8568914117451,0.0633266046887309,0.568060071994912,0.557543442601449,FALSE
"Pkhd1",1727,1787,-0.0492715515125663,-0.0903642064872139,-1.85661985717205,0.0633652567860022,0.56804031615253,0.557543442601449,FALSE
"Casc3",1323,1381,-0.0619002579793726,-0.10299291295402,-1.85613202336259,0.063434742254842,0.568296814633584,0.557795201221537,FALSE
"Ada",269,221,0.283559803165192,0.242467148190544,1.85578242084773,0.0634845772221273,0.56837705196166,0.55787395583604,FALSE
"Proser3",227,261,-0.20135750927897,-0.242450164253617,-1.85407406076241,0.0637285651455279,0.570194317749948,0.559657640188916,FALSE
"Ankrd28",1406,1272,0.14449792378818,0.103405268813532,1.85363231254088,0.0637917814932104,0.570392880952796,0.559852534122571,FALSE
"Sos1",1823,1664,0.131659127898041,0.0905664729233939,1.85278249981099,0.0639135395436996,0.571114301938046,0.560560623897617,FALSE
"Srebf1",2347,2407,-0.0364182999513254,-0.0775109549259729,-1.8524512058807,0.0639610580881812,0.571171837930682,0.560617096676917,FALSE
"Akt1",1850,1910,-0.0460473675194368,-0.0871400224940844,-1.85201313011775,0.0640239374837046,0.571366384321841,0.560676787761321,FALSE
"Igsf9b",108,80,0.432959407276106,0.391866752301458,1.85183140554717,0.0640500363741049,0.57123265281947,0.560676787761321,FALSE
"Bdnf",468,512,-0.129635280416595,-0.170727935391243,-1.85151454338561,0.064095564446575,0.571272261580243,0.56071566458786,FALSE
"Crnde",83,59,0.492396381985083,0.451303727010435,1.85048477800171,0.0642437099845479,0.572225844731041,0.561318929179749,FALSE
"Nusap1",1605,1459,0.137593414091775,0.0965007591171274,1.85046341727838,0.06424678600079,0.571886883838018,0.561318929179749,FALSE
