"GeneNames","value1","value2","log2(Fold_change)","log2(Fold_change) normalized","z-score","p-value","q-value(Benjamini et al. 1995)","q-value(Storey et al. 2003)","Signature(q-value(Storey et al. 2003) < 0.5)"
"Cxx1a",238,309,-0.376645264596431,-0.417737919571078,-3.37191324970968,0.000746479570078544,0.0599945198981045,0.0588858751924018,TRUE
"Plb1",30,9,1.73696559416621,1.69587293919156,3.36951277879855,0.000753011995050288,0.0601717171217195,0.0590597979708815,TRUE
"Col7a1",29,59,-1.02466205423427,-1.06575470920892,-3.35972077324844,0.000780212850578296,0.0616368151956854,0.0604978223516868,TRUE
"Rbm47",315,394,-0.322843801069096,-0.363936456043744,-3.34824885732361,0.000813239507198688,0.0638829497632235,0.062427320695047,TRUE
"Ovol1",22,5,2.13750352374994,2.09641086877529,3.32780059900283,0.00087534495969194,0.0665070837134248,0.0652780926926475,TRUE
"Sertad4",267,340,-0.348695004450148,-0.389787659424796,-3.31638503758468,0.000911900967134192,0.0681670486399667,0.0669073829620609,TRUE
"Ncald",297,373,-0.328712699454471,-0.369805354429118,-3.30696461404578,0.00094312804986937,0.0693822878591731,0.0678310526188892,TRUE
"Kcnj2",95,53,0.841935153767749,0.800842498793102,3.30659552655131,0.000944371444463778,0.0691081082306546,0.0678310526188892,TRUE
"Fv1",156,100,0.641546029087524,0.600453374112877,3.28924145895855,0.0010045780205324,0.0731290722381285,0.0717777128321786,TRUE
"Sox8",127,180,-0.503168409557509,-0.544261064532157,-3.28028997074914,0.00103700444009276,0.0750964048700507,0.0737086909285458,TRUE
"Csf1r",367,448,-0.28771866921439,-0.328811324189038,-3.24544658540597,0.00117266561691753,0.081118123072743,0.0792237050702723,TRUE
"Pex6",356,436,-0.292450893810528,-0.333543548785176,-3.24510001228434,0.00117409380009118,0.0808148524577615,0.0792237050702723,TRUE
"C130083M11Rik",319,235,0.44089566719987,0.399803012225222,3.24264489773469,0.0011842571233967,0.0807152502142535,0.0792237050702723,TRUE
"Clcn2",223,155,0.524775494646067,0.48368283967142,3.23263387911285,0.00122654648122386,0.0827859333734786,0.0812561238692598,TRUE
"Fgf1",111,160,-0.527512228537256,-0.568604883511904,-3.21741314576343,0.00129352184690881,0.0864669603818276,0.0845165211806462,TRUE
"Il23r",2,14,-2.8073549220576,-2.84844757703225,-3.21166576790182,0.00131967810662262,0.0865509641249102,0.0849515802426236,TRUE
"Tgfb2",230,296,-0.363963314684574,-0.405055969659222,-3.20706915837403,0.00134094754723724,0.0875330267454766,0.0859154952302595,TRUE
"Mxd4",320,237,0.433184845989103,0.392092191014455,3.18934502177448,0.00142595575229669,0.0909471962382259,0.0892665739450687,TRUE
"Cnn1",6,22,-1.87446911791614,-1.91556177289079,-3.18252913973539,0.0014599482409992,0.0922687288311492,0.0904217917124848,TRUE
"Rnf144a",109,157,-0.526436424114701,-0.567529079089349,-3.1816698101382,0.00146428654262493,0.0921241632970908,0.0904217917124848,TRUE
"Ccdc125",235,166,0.501477515218075,0.460384860243427,3.17140702768606,0.00151702419427432,0.09458611837305,0.0928382520755057,TRUE
"Atp2a1",5,20,-2,-2.04109265497465,-3.16370099042403,0.00155776748408648,0.0966928531193677,0.0949060562607189,TRUE
"Lppr2",162,218,-0.428334321892302,-0.469426976866949,-3.15426129419329,0.00160904950062949,0.0994321078077888,0.0975946919890575,TRUE
"Rasl11b",201,262,-0.382371310358521,-0.423463965333169,-3.14433265120262,0.00166466092509549,0.101515111853192,0.0996392039953407,TRUE
"Abcb1a",177,119,0.572787786775054,0.531695131800406,3.13963033215553,0.00169161148450986,0.102261591654892,0.100280405584917,TRUE
"Pkd1l3",46,20,1.20163386116965,1.160541206195,3.13285787872226,0.0017311324256677,0.102424107431845,0.100470366071604,TRUE
"Grin1",1,11,-3.4594316186373,-3.50052427361195,-3.12473954638749,0.00177962555510107,0.103966024025736,0.101665413772272,TRUE
"Ces2f",14,2,2.8073549220576,2.76626226708296,3.11900064437388,0.00181465564443572,0.10426021520758,0.102333580311565,TRUE
"Arc",212,148,0.518467088934249,0.477374433959601,3.11418961132592,0.0018445091289127,0.105106782493452,0.102973186137847,TRUE
"Rapsn",12,31,-1.36923380966572,-1.41032646464037,-3.03590593846466,0.00239814164727781,0.125825514957549,0.123500372740612,TRUE
"Smyd1",2,13,-2.70043971814109,-2.74153237311574,-3.03437544314376,0.00241034263175719,0.125990240420872,0.123628293908346,TRUE
"Lif",425,331,0.360631624217847,0.319538969243199,3.033325744823,0.0024187435616313,0.125955844497834,0.123628293908346,TRUE
"Nipal1",34,13,1.38702312310925,1.3459304681346,3.02490090894206,0.00248714599003774,0.128554936228568,0.126179356764247,TRUE
"Ccdc116",5,19,-1.92599941855622,-1.96709207353087,-3.01015108766779,0.0026111776419001,0.133969793110624,0.131494151966925,TRUE
"Il24",48,80,-0.736965594166207,-0.778058249140854,-3.00212524724517,0.00268101845436277,0.135552293052582,0.133047408734917,TRUE
"Ppcdc",307,230,0.416604794425804,0.375512139451156,3.00039922462018,0.00269625957555843,0.135828960646973,0.133211434628345,TRUE
"Klhl30",150,201,-0.422233000683049,-0.463325655657696,-2.99257194342794,0.0027663745640453,0.137862623435433,0.135315046292628,TRUE
"Grem1",59,30,0.975752453753323,0.934659798778675,2.9715313599874,0.00296318609943645,0.144561893075664,0.14189051946226,TRUE
"Pus7l",185,240,-0.375509135092207,-0.416601790066854,-2.96417702595555,0.00303493640195406,0.146012995615119,0.143176117685728,TRUE
"Tdrd9",35,14,1.32192809488736,1.28083543991271,2.95376092919418,0.00313927096159941,0.149480902226295,0.146680595349215,TRUE
"Rdm1",135,88,0.617383978413534,0.576291323438886,2.94904328405613,0.00318759328533411,0.150749309657434,0.147669928259457,TRUE
"Nmu",9,0,4.16992500144231,4.12883234646766,2.94756172759883,0.00320290799821376,0.150450110835014,0.147669928259457,TRUE
"Pdk4",136,89,0.611729410283941,0.570636755309294,2.9337759853048,0.00334865798173477,0.154683523515084,0.151359253808582,TRUE
"Gypc",41,18,1.18762700317577,1.14653434820112,2.9291004149445,0.00339944582599867,0.155993052028665,0.153110440890986,TRUE
"Ifi44",23,7,1.71620703399941,1.67511437902476,2.92471604170477,0.00344770668122319,0.157687216104366,0.154765259730204,TRUE
"Rap1gap",313,380,-0.279836761398331,-0.320929416372978,-2.92133805021516,0.00348531424733374,0.158884620639109,0.154765259730204,TRUE
"Sec14l5",57,29,0.974909019037169,0.933816364062522,2.91852286053706,0.00351694086571934,0.158764759081045,0.154765259730204,TRUE
"Sik1",352,422,-0.261667570069889,-0.302760225044537,-2.91342486809677,0.00357487849562945,0.157794001915022,0.154765259730204,TRUE
"Asap3",364,281,0.37336831997777,0.332275665003122,2.91266273183873,0.00358361423071682,0.15767902615154,0.154765259730204,TRUE
"Zxda",187,241,-0.365994876342326,-0.407087531316973,-2.90729941772952,0.00364564062676872,0.159399331052177,0.156445092868302,TRUE
"Ptgs2os",33,13,1.34395440121736,1.30286174624271,2.90633458109313,0.0036569019620345,0.159390485517642,0.156445092868302,TRUE
"Mrvi1",14,33,-1.23703919730085,-1.2781318522755,-2.90448490135401,0.00367857945680572,0.159834277398209,0.156880683874528,TRUE
"Nog",29,54,-0.896906507035896,-0.937999162010544,-2.89223629023225,0.00382510146863019,0.16364372559949,0.160312826232709,TRUE
"Agt",50,81,-0.6959938131099,-0.737086468084547,-2.8821469567587,0.00394975474315122,0.166416333178105,0.162311694855188,TRUE
"Alox12b",17,4,2.08746284125034,2.04637018627569,2.88034227685309,0.00397243654414707,0.165367538053356,0.162311694855188,TRUE
"Obsl1",162,212,-0.388070451678574,-0.429163106653222,-2.86366219468321,0.00418774353073249,0.171254076621484,0.168089455491106,TRUE
"C4b",10,1,3.32192809488736,3.28083543991271,2.85967713632855,0.00424072509461871,0.172406554723914,0.169220636835951,TRUE
"Fat4",325,391,-0.266728889391537,-0.307821544366184,-2.84875178902439,0.00438911078495763,0.176887525663916,0.173380206709115,TRUE
"Ano1",143,96,0.574908836057233,0.533816181082585,2.8322311350824,0.0046224421908729,0.180534933207575,0.17672900539335,TRUE
"B4galt2",176,227,-0.367116868653618,-0.408209523628265,-2.82881652891965,0.00467204745261966,0.180947486855777,0.17672900539335,TRUE
"Zfp958",328,252,0.380272081118167,0.339179426143519,2.81894823822006,0.00481812870997974,0.184041927427358,0.180640998328897,TRUE
"Nexn",105,146,-0.475579041213895,-0.516671696188543,-2.81796439607749,0.00483291686289523,0.184101030306014,0.180687298894578,TRUE
"2310015A10Rik",42,70,-0.736965594166206,-0.778058249140853,-2.80822989089908,0.00498146517838127,0.187195383351928,0.183520413251367,TRUE
"Lcn2",54,85,-0.654503433974233,-0.695596088948881,-2.80636608453904,0.00501037336280645,0.187269438807691,0.183520413251367,TRUE
"Slc35d2",126,170,-0.432111012637785,-0.473203667612432,-2.80600713963739,0.00501595809194172,0.186975553110879,0.183520413251367,TRUE
"Ogn",26,49,-0.914270125974117,-0.955362780948764,-2.79765378250741,0.00514752563907517,0.19085652396187,0.186894527314991,TRUE
"1700001L05Rik",64,35,0.870716983055034,0.829624328080386,2.7975447395679,0.00514926352533776,0.190413191639086,0.186894527314991,TRUE
"Hunk",10,26,-1.37851162325373,-1.41960427822838,-2.7941099121285,0.00520427868336442,0.190924250167543,0.186981798164213,TRUE
"Esx1",114,156,-0.452512204697507,-0.493604859672155,-2.79397359545146,0.00520647296490867,0.190502105537079,0.186981798164213,TRUE
"Arhgef6",22,7,1.65207669657969,1.61098404160505,2.78166088603693,0.00540815174480388,0.197362052125336,0.193714979116552,TRUE
"Elmod1",324,388,-0.260062839302503,-0.30115549427715,-2.77955645870464,0.00544331903001533,0.198125413071553,0.19428714336512,TRUE
"Klf15",60,92,-0.616671360448494,-0.657764015423142,-2.77900321306856,0.00545259857599627,0.197944988513452,0.19428714336512,TRUE
"Pax9",142,96,0.564784618783526,0.523691963808879,2.77364538932138,0.00554320648565406,0.199154374616367,0.195179721667754,TRUE
"Sox21",12,2,2.58496250072116,2.54386984574651,2.75981704571224,0.00578337396336527,0.202549197951211,0.198393537051383,TRUE
"Trim12c",260,195,0.415037499278844,0.373944844304196,2.7504080482253,0.00595210940847584,0.205865993073254,0.201877641377311,TRUE
"Garnl3",281,213,0.399716699995088,0.358624045020441,2.7494695732037,0.00596918044739549,0.205944131366221,0.201877641377311,TRUE
"Zfp850",387,305,0.343524323694162,0.302431668719514,2.7477058765299,0.00600138183433954,0.206542606496676,0.201877641377311,TRUE
"Them5",8,0,4,3.95890734502535,2.74424489235039,0.00606502740784147,0.205678392874702,0.201877641377311,TRUE
"D630023F18Rik",18,5,1.84799690655495,1.8069042515803,2.7279001274027,0.00637389027805369,0.211257617225408,0.207106916963578,TRUE
"Slc34a1",18,5,1.84799690655495,1.8069042515803,2.7279001274027,0.00637389027805369,0.211257617225408,0.207106916963578,TRUE
"Fam110c",25,9,1.47393118833241,1.43283853335776,2.72004260133174,0.00652735063191463,0.214047837703163,0.210092426401601,TRUE
"Cyp2e1",16,4,2,1.95890734502535,2.71576103809901,0.00661236258220504,0.215312153028053,0.211029875175246,TRUE
"Pcdhgb6",52,27,0.945552215977624,0.904459561002976,2.71371518353352,0.00665333418101401,0.215636266789788,0.211651502749005,TRUE
"Folr1",147,192,-0.385290155884792,-0.426382810859439,-2.70888534145866,0.00675096657199666,0.216779305351135,0.211972532616514,TRUE
"Fhl1",172,220,-0.355094958822562,-0.39618761379721,-2.70847961539758,0.00675922642269244,0.216046630301415,0.211972532616514,TRUE
"S100g",39,65,-0.736965594166206,-0.778058249140853,-2.7060774866417,0.0068083157771357,0.216125165674189,0.212131367222251,TRUE
"1700007K13Rik",137,93,0.558873271852495,0.517780616877848,2.69638381287608,0.00700968467756248,0.220005994936408,0.215761766156911,TRUE
"Ganc",343,268,0.355975575715041,0.314882920740393,2.68748280169657,0.00719928095719532,0.223434826850098,0.219264647395989,TRUE
"Slc2a4",60,33,0.862496476250065,0.821403821275418,2.68569387957985,0.0072379368631123,0.22363616476603,0.219503569814147,TRUE
"Syt12",270,327,-0.276331228447251,-0.317423883421899,-2.6819872107173,0.00731862576430024,0.224631727653048,0.22046169184272,TRUE
"Gyltl1b",8,22,-1.4594316186373,-1.50052427361194,-2.67888442291969,0.00738678858874718,0.224739405991118,0.220586424134808,TRUE
"Uevld",133,90,0.563429339171515,0.522336684196868,2.67799049063912,0.00740653210746868,0.224848083891364,0.220693093765316,TRUE
"Irf7",315,244,0.368470680824393,0.327378025849745,2.67185811562185,0.00754325356149781,0.228003038084925,0.223789747246257,TRUE
"Rasl12",263,319,-0.278493624472567,-0.319586279447215,-2.66602235469481,0.00767545889759214,0.229999095931296,0.225748919740975,TRUE
"Pgm5",49,77,-0.652076696579693,-0.69316935155434,-2.6628391307732,0.00774844473433373,0.231686829217583,0.226145180521685,TRUE
"Cebpa",57,31,0.878693703777866,0.837601048803219,2.66182676111424,0.00777178662452451,0.230402817115968,0.226145180521685,TRUE
"Obscn",9,1,3.16992500144231,3.12883234646766,2.65628990629681,0.0079005662593819,0.232485657715229,0.226319644125192,TRUE
"Kcnj15",9,1,3.16992500144231,3.12883234646766,2.65628990629681,0.0079005662593819,0.232485657715229,0.226319644125192,TRUE
"Olfr99",2,11,-2.4594316186373,-2.50052427361195,-2.65441813115525,0.00794453151080046,0.232060433038172,0.226319644125192,TRUE
"Myo7b",2,11,-2.4594316186373,-2.50052427361195,-2.65441813115525,0.00794453151080046,0.232060433038172,0.226319644125192,TRUE
"Mamdc2",2,11,-2.4594316186373,-2.50052427361195,-2.65441813115525,0.00794453151080046,0.232060433038172,0.226319644125192,TRUE
"Rsad2",50,78,-0.641546029087524,-0.682638684062172,-2.64417958183979,0.00818891970984448,0.234277242069296,0.229948009590598,TRUE
"C1qtnf3",3,13,-2.11547721741994,-2.15656987239458,-2.64157113884427,0.00825224748555795,0.234880755453834,0.230304644240925,TRUE
"Bmp8b",3,13,-2.11547721741994,-2.15656987239458,-2.64157113884427,0.00825224748555795,0.234880755453834,0.230304644240925,TRUE
"Cyp4a12a",135,177,-0.390789953032167,-0.431882608006814,-2.63195502406437,0.0084895100514367,0.239428291592649,0.234300600738005,TRUE
"Map7",62,35,0.824913293441909,0.783820638467261,2.62219610692559,0.00873651435910376,0.240539595344512,0.235684353238982,TRUE
"Scin",66,97,-0.555518722828674,-0.596611377803322,-2.61580127607789,0.00890183499245476,0.2426884583041,0.23774491497258,TRUE
"Fras1",200,249,-0.316145742293356,-0.357238397268004,-2.61579082968684,0.00890210732556758,0.242220939833056,0.23774491497258,TRUE
"Zfp595",146,189,-0.372417865341055,-0.413510520315703,-2.61232062500332,0.00899298703514124,0.244215804173054,0.239702916015849,TRUE
"Zfp738",351,277,0.341585054255372,0.300492399280724,2.60087672574254,0.00929858609765324,0.247677281804158,0.243100428657215,TRUE
"Pdzd7",75,45,0.736965594166206,0.695872939191558,2.5997536332252,0.0093290709760158,0.248014154589911,0.243431076337224,TRUE
"Slc6a12",19,6,1.66296501272243,1.62187235774778,2.59761994840098,0.00938723278572432,0.248609685052783,0.243593353702079,TRUE
"Mira",158,202,-0.354430734574692,-0.395523389549339,-2.59125898218301,0.00956254979308146,0.251813811217812,0.247160518732038,TRUE
"Rimbp3",24,9,1.41503749927884,1.3739448443042,2.58175813209372,0.00982984490776617,0.25594412658723,0.251214509592568,TRUE
"Lyz2",0,7,-3.8073549220576,-3.84844757703225,-2.58009152595589,0.00987741324714253,0.256462285318898,0.251469968641971,TRUE
"Gm14827",0,7,-3.8073549220576,-3.84844757703225,-2.58009152595589,0.00987741324714253,0.256462285318898,0.251469968641971,TRUE
